test_id,category,side,line_number,mod_line
STONEFIST-0040,magic,before,1,"{ Prefix Modifier ""Sanguine"" (Tier: 7) — Life }"
STONEFIST-0040,magic,before,2,+38(30-39) to maximum Life
STONEFIST-0040,magic,before,3,"{ Suffix Modifier ""of the Penguin"" (Tier: 7) — Elemental, Cold, Resistance }"
STONEFIST-0040,magic,before,4,+13(11-15)% to Cold Resistance
STONEFIST-0040,magic,after,1,{ Implicit Modifier }
STONEFIST-0040,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0040,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0040,magic,after,4,"{ Prefix Modifier ""Sanguine"" }"
STONEFIST-0040,magic,after,5,7% less damage taken while on Low Life
STONEFIST-0040,magic,after,6,"{ Suffix Modifier ""of the Penguin"" — Elemental, Cold, Resistance }"
STONEFIST-0040,magic,after,7,+1% to Maximum Cold Resistance
STONEFIST-0040,magic,after,8,+18(16-20)% to Cold Resistance
STONEFIST-0040,magic,after,9,Unmodifiable
STONEFIST-0041,rare,before,1,"{ Prefix Modifier ""Glinting"" (Tier: 9) — Damage, Physical, Attack }"
STONEFIST-0041,rare,before,2,"{ Suffix Modifier ""of Ire"" (Tier: 5) — Damage, Critical }"
STONEFIST-0041,rare,before,3,14(10-14)% increased Critical Damage Bonus
STONEFIST-0041,rare,before,4,"{ Suffix Modifier ""of the Mongoose"" (Tier: 9) — Attribute }"
STONEFIST-0041,rare,before,5,+7(5-8) to Dexterity
STONEFIST-0041,rare,after,1,{ Implicit Modifier }
STONEFIST-0041,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0041,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0041,rare,after,4,"{ Prefix Modifier ""Glinting"" — Physical, Attack }"
STONEFIST-0041,rare,after,5,"{ Suffix Modifier ""of Ire"" — Critical }"
STONEFIST-0041,rare,after,6,+0.61(0.5-1)% to Critical Hit Chance
STONEFIST-0041,rare,after,7,"{ Suffix Modifier ""of the Mongoose"" }"
STONEFIST-0041,rare,after,8,+17(15-18)% Surpassing chance to fire an additional Projectile
STONEFIST-0041,rare,after,9,Unmodifiable
STONEFIST-0042,rare,before,1,"{ Prefix Modifier ""Beryl"" (Tier: 9) — Mana }"
STONEFIST-0042,rare,before,2,+10(10-14) to maximum Mana
STONEFIST-0042,rare,before,3,"{ Prefix Modifier ""Deliberate"" (Tier: 6) — Attack }"
STONEFIST-0042,rare,before,4,+103(85-123) to Accuracy Rating
STONEFIST-0042,rare,before,5,"{ Prefix Modifier ""Icy"" (Tier: 7) — Damage, Elemental, Cold, Attack }"
STONEFIST-0042,rare,before,6,"{ Suffix Modifier ""of Infusion"" (Tier: 6) — Mana }"
STONEFIST-0042,rare,before,7,"{ Suffix Modifier ""of the Drought"" (Tier: 2) — Mana, Physical, Attack }"
STONEFIST-0042,rare,before,8,Leech 7.46(7-7.9)% of Physical Attack Damage as Mana
STONEFIST-0042,rare,before,9,"{ Suffix Modifier ""of Conquest"" (Tier: 5) — Life }"
STONEFIST-0042,rare,after,1,{ Implicit Modifier }
STONEFIST-0042,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0042,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0042,rare,after,4,"{ Prefix Modifier ""Beryl"" }"
STONEFIST-0042,rare,after,5,10(10-11)% more Attack damage while on Low Mana
STONEFIST-0042,rare,after,6,"{ Prefix Modifier ""Deliberate"" — Attack }"
STONEFIST-0042,rare,after,7,21(21-23)% chance to Blind Enemies on Hit with Attacks
STONEFIST-0042,rare,after,8,"{ Prefix Modifier ""Icy"" — Elemental, Cold, Attack }"
STONEFIST-0042,rare,after,9,"{ Suffix Modifier ""of Infusion"" — Mana }"
STONEFIST-0042,rare,after,10,"{ Suffix Modifier ""of the Drought"" — Mana }"
STONEFIST-0042,rare,after,11,Leech 11.18(11-11.9)% of Physical Attack Damage as Mana
STONEFIST-0042,rare,after,12,Leech Mana 25(25-20)% slower
STONEFIST-0042,rare,after,13,"{ Suffix Modifier ""of Conquest"" — Life }"
STONEFIST-0042,rare,after,14,Unmodifiable
STONEFIST-0043,rare,before,1,"{ Prefix Modifier ""Burnished"" (Tier: 8) — Damage, Physical, Attack }"
STONEFIST-0043,rare,before,2,"{ Prefix Modifier ""Stout"" (Tier: 5) — Life }"
STONEFIST-0043,rare,before,3,+69(60-69) to maximum Life
STONEFIST-0043,rare,before,4,"{ Suffix Modifier ""of the Apt"" (Tier: 4) }"
STONEFIST-0043,rare,before,5,20% reduced Attribute Requirements
STONEFIST-0043,rare,after,1,{ Implicit Modifier }
STONEFIST-0043,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0043,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0043,rare,after,4,"{ Prefix Modifier ""Burnished"" — Physical, Attack }"
STONEFIST-0043,rare,after,5,"{ Prefix Modifier ""Stout"" }"
STONEFIST-0043,rare,after,6,9% less damage taken while on Low Life
STONEFIST-0043,rare,after,7,"{ Suffix Modifier ""of the Apt"" — Attribute }"
STONEFIST-0043,rare,after,8,+15(11-15) to all Attributes
STONEFIST-0043,rare,after,9,Unmodifiable
STONEFIST-0044,rare,before,1,+10% to Cold Resistance (rune)
STONEFIST-0044,rare,before,2,"{ Prefix Modifier ""Reliable"" (Tier: 8) — Attack }"
STONEFIST-0044,rare,before,3,+45(33-60) to Accuracy Rating
STONEFIST-0044,rare,before,4,"{ Prefix Modifier ""Glinting"" (Tier: 9) — Damage, Physical, Attack }"
STONEFIST-0044,rare,before,5,"{ Suffix Modifier ""of the Squall"" (Tier: 7) — Elemental, Lightning, Resistance }"
STONEFIST-0044,rare,before,6,+14(11-15)% to Lightning Resistance
STONEFIST-0044,rare,before,7,"{ Suffix Modifier ""of the Lynx"" (Tier: 8) — Attribute }"
STONEFIST-0044,rare,before,8,+10(9-12) to Dexterity
STONEFIST-0044,rare,after,1,+10% to Cold Resistance (rune)
STONEFIST-0044,rare,after,2,{ Implicit Modifier }
STONEFIST-0044,rare,after,3,Has +3 to Evasion Rating per player level
STONEFIST-0044,rare,after,4,Has +1 to maximum Energy Shield per player level
STONEFIST-0044,rare,after,5,"{ Prefix Modifier ""Reliable"" — Attack }"
STONEFIST-0044,rare,after,6,15(15-17)% chance to Blind Enemies on Hit with Attacks
STONEFIST-0044,rare,after,7,"{ Prefix Modifier ""Glinting"" — Physical, Attack }"
STONEFIST-0044,rare,after,8,"{ Suffix Modifier ""of the Squall"" — Elemental, Lightning, Resistance }"
STONEFIST-0044,rare,after,9,+1% to Maximum Lightning Resistance
STONEFIST-0044,rare,after,10,+19(16-20)% to Lightning Resistance
STONEFIST-0044,rare,after,11,"{ Suffix Modifier ""of the Lynx"" }"
STONEFIST-0044,rare,after,12,+19(19-22)% Surpassing chance to fire an additional Projectile
STONEFIST-0044,rare,after,13,Unmodifiable
STONEFIST-0045,magic,before,1,"{ Prefix Modifier ""Humming"" (Tier: 9) — Damage, Elemental, Lightning, Attack }"
STONEFIST-0045,magic,before,2,"{ Suffix Modifier ""of Plunder"" (Tier: 3) }"
STONEFIST-0045,magic,before,3,10(6-10)% increased Rarity of Items found
STONEFIST-0045,magic,after,1,{ Implicit Modifier }
STONEFIST-0045,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0045,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0045,magic,after,4,"{ Prefix Modifier ""Humming"" — Elemental, Lightning, Attack }"
STONEFIST-0045,magic,after,5,"{ Suffix Modifier ""of Plunder"" }"
STONEFIST-0045,magic,after,6,20(15-20)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0045,magic,after,7,Unmodifiable
STONEFIST-0046,rare,before,1,"{ Prefix Modifier ""Crackling"" (Tier: 6) — Damage, Elemental, Lightning, Attack }"
STONEFIST-0046,rare,before,2,"{ Prefix Modifier ""Chalybeous"" (Tier: 1) — Mana }"
STONEFIST-0046,rare,before,3,+107(105-124) to maximum Mana
STONEFIST-0046,rare,before,4,"{ Suffix Modifier ""of the Savant"" (Tier: 2) — Attribute }"
STONEFIST-0046,rare,before,5,+29(28-30) to Intelligence
STONEFIST-0046,rare,before,6,"{ Suffix Modifier ""of Infusion"" (Tier: 6) — Mana }"
STONEFIST-0046,rare,before,7,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0046,rare,before,8,14(11-14)% increased Rarity of Items found
STONEFIST-0046,rare,after,1,{ Implicit Modifier }
STONEFIST-0046,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0046,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0046,rare,after,4,"{ Prefix Modifier ""Crackling"" — Elemental, Lightning, Attack }"
STONEFIST-0046,rare,after,5,"{ Prefix Modifier ""Chalybeous"" }"
STONEFIST-0046,rare,after,6,27(26-27)% more Attack damage while on Low Mana
STONEFIST-0046,rare,after,7,"{ Suffix Modifier ""of the Savant"" }"
STONEFIST-0046,rare,after,8,31(29-32)% increased Cooldown Recovery Rate
STONEFIST-0046,rare,after,9,"{ Suffix Modifier ""of Infusion"" — Mana }"
STONEFIST-0046,rare,after,10,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0046,rare,after,11,25(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0046,rare,after,12,Unmodifiable
STONEFIST-0047,rare,before,1,"{ Prefix Modifier ""Beryl"" (Tier: 9) — Mana }"
STONEFIST-0047,rare,before,2,+14(10-14) to maximum Mana
STONEFIST-0047,rare,before,3,"{ Prefix Modifier ""Thug's"" (Tier: 5) — Life, Armour, Evasion }"
STONEFIST-0047,rare,before,4,16(14-20)% increased Armour and Evasion
STONEFIST-0047,rare,before,5,+18(11-19) to maximum Life
STONEFIST-0047,rare,before,6,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0047,rare,before,7,12(11-14)% increased Rarity of Items found
STONEFIST-0047,rare,before,8,"{ Suffix Modifier ""of the Storm"" (Tier: 6) — Elemental, Lightning, Resistance }"
STONEFIST-0047,rare,before,9,+16(16-20)% to Lightning Resistance
STONEFIST-0047,rare,after,1,{ Implicit Modifier }
STONEFIST-0047,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0047,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0047,rare,after,4,"{ Prefix Modifier ""Beryl"" }"
STONEFIST-0047,rare,after,5,10(10-11)% more Attack damage while on Low Mana
STONEFIST-0047,rare,after,6,"{ Prefix Modifier ""Thug's"" }"
STONEFIST-0047,rare,after,7,"4% of Damage Taken Recouped as Life, Mana and Energy Shield"
STONEFIST-0047,rare,after,8,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0047,rare,after,9,21(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0047,rare,after,10,"{ Suffix Modifier ""of the Storm"" — Elemental, Lightning, Resistance }"
STONEFIST-0047,rare,after,11,+1% to Maximum Lightning Resistance
STONEFIST-0047,rare,after,12,+24(21-25)% to Lightning Resistance
STONEFIST-0047,rare,after,13,Unmodifiable
STONEFIST-0048,rare,before,1,"{ Prefix Modifier ""Acrobat's"" (Tier: 5) — Evasion }"
STONEFIST-0048,rare,before,2,+60(47-66) to Evasion Rating
STONEFIST-0048,rare,before,3,"{ Prefix Modifier ""Cobalt"" (Tier: 8) — Mana }"
STONEFIST-0048,rare,before,4,+16(15-24) to maximum Mana
STONEFIST-0048,rare,before,5,"{ Prefix Modifier ""Polished"" (Tier: 7) — Damage, Physical, Attack }"
STONEFIST-0048,rare,before,6,"{ Suffix Modifier ""of the Kiln"" (Tier: 5) — Elemental, Fire, Resistance }"
STONEFIST-0048,rare,before,7,+24(21-25)% to Fire Resistance
STONEFIST-0048,rare,before,8,"{ Suffix Modifier ""of Combat"" (Tier: 2) — Attack }"
STONEFIST-0048,rare,before,9,+1 to Level of all Melee Skills
STONEFIST-0048,rare,before,10,"{ Suffix Modifier ""of the Seal"" (Tier: 8) — Elemental, Cold, Resistance }"
STONEFIST-0048,rare,before,11,+9(6-10)% to Cold Resistance
STONEFIST-0048,rare,after,1,{ Implicit Modifier }
STONEFIST-0048,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0048,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0048,rare,after,4,"{ Prefix Modifier ""Acrobat's"" }"
STONEFIST-0048,rare,after,5,Has +2 to Evasion Rating per player level
STONEFIST-0048,rare,after,6,Has +1 to maximum Energy Shield per player level
STONEFIST-0048,rare,after,7,"{ Prefix Modifier ""Cobalt"" }"
STONEFIST-0048,rare,after,8,12(12-13)% more Attack damage while on Low Mana
STONEFIST-0048,rare,after,9,"{ Prefix Modifier ""Polished"" — Physical, Attack }"
STONEFIST-0048,rare,after,10,"{ Suffix Modifier ""of the Kiln"" — Elemental, Fire, Resistance }"
STONEFIST-0048,rare,after,11,+2% to Maximum Fire Resistance
STONEFIST-0048,rare,after,12,+22(21-25)% to Fire Resistance
STONEFIST-0048,rare,after,13,"{ Suffix Modifier ""of Combat"" — Gem }"
STONEFIST-0048,rare,after,14,+11(10-12)% to Quality of all Skills
STONEFIST-0048,rare,after,15,"{ Suffix Modifier ""of the Seal"" — Elemental, Cold, Resistance }"
STONEFIST-0048,rare,after,16,+1% to Maximum Cold Resistance
STONEFIST-0048,rare,after,17,+12(11-15)% to Cold Resistance
STONEFIST-0048,rare,after,18,Unmodifiable
STONEFIST-0049,magic,before,1,"{ Prefix Modifier ""Gleaming"" (Tier: 5) — Damage, Physical, Attack }"
STONEFIST-0049,magic,after,1,{ Implicit Modifier }
STONEFIST-0049,magic,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0049,magic,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0049,magic,after,4,"{ Prefix Modifier ""Gleaming"" — Physical, Attack }"
STONEFIST-0049,magic,after,5,Unmodifiable
STONEFIST-0050,rare,before,1,"{ Prefix Modifier ""Hale"" (Tier: 9) — Life }"
STONEFIST-0050,rare,before,2,+12(10-19) to maximum Life
STONEFIST-0050,rare,before,3,"{ Suffix Modifier ""of Success"" (Tier: 8) — Life }"
STONEFIST-0050,rare,before,4,"{ Suffix Modifier ""of the Mongoose"" (Tier: 9) — Attribute }"
STONEFIST-0050,rare,before,5,+6(5-8) to Dexterity
STONEFIST-0050,rare,before,6,"{ Suffix Modifier ""of Skill"" (Tier: 4) — Attack, Speed }"
STONEFIST-0050,rare,before,7,7(5-7)% increased Attack Speed
STONEFIST-0050,rare,after,1,{ Implicit Modifier }
STONEFIST-0050,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0050,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0050,rare,after,4,"{ Prefix Modifier ""Hale"" }"
STONEFIST-0050,rare,after,5,5% less damage taken while on Low Life
STONEFIST-0050,rare,after,6,"{ Suffix Modifier ""of Success"" — Life }"
STONEFIST-0050,rare,after,7,"{ Suffix Modifier ""of the Mongoose"" }"
STONEFIST-0050,rare,after,8,+18(15-18)% Surpassing chance to fire an additional Projectile
STONEFIST-0050,rare,after,9,"{ Suffix Modifier ""of Skill"" }"
STONEFIST-0050,rare,after,10,11(8-12)% chance to gain Onslaught for 4 seconds on Hit
STONEFIST-0050,rare,after,11,Unmodifiable
STONEFIST-0051,rare,before,1,"{ Prefix Modifier ""Cerulean"" (Tier: 5) — Mana }"
STONEFIST-0051,rare,before,2,+60(55-64) to maximum Mana
STONEFIST-0051,rare,before,3,"{ Suffix Modifier ""of Raiding"" (Tier: 2) }"
STONEFIST-0051,rare,before,4,11(11-14)% increased Rarity of Items found
STONEFIST-0051,rare,before,5,"{ Suffix Modifier ""of the Parched"" (Tier: 4) — Mana, Physical, Attack }"
STONEFIST-0051,rare,before,6,Leech 5.79(5-5.9)% of Physical Attack Damage as Mana
STONEFIST-0051,rare,before,7,"{ Crafted Suffix Modifier ""of the Squall"" (Tier: 7) — Elemental, Lightning, Resistance }"
STONEFIST-0051,rare,before,8,+15(11-15)% to Lightning Resistance
STONEFIST-0051,rare,after,1,{ Implicit Modifier }
STONEFIST-0051,rare,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0051,rare,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0051,rare,after,4,"{ Prefix Modifier ""Cerulean"" }"
STONEFIST-0051,rare,after,5,19(18-19)% more Attack damage while on Low Mana
STONEFIST-0051,rare,after,6,"{ Suffix Modifier ""of Raiding"" }"
STONEFIST-0051,rare,after,7,22(21-25)% increased Quantity of Gold Dropped by Slain Enemies
STONEFIST-0051,rare,after,8,"{ Suffix Modifier ""of the Squall"" — Elemental, Lightning, Resistance }"
STONEFIST-0051,rare,after,9,+1% to Maximum Lightning Resistance
STONEFIST-0051,rare,after,10,+18(16-20)% to Lightning Resistance
STONEFIST-0051,rare,after,11,"{ Suffix Modifier ""of the Parched"" — Mana }"
STONEFIST-0051,rare,after,12,Leech 8.44(8-8.9)% of Physical Attack Damage as Mana
STONEFIST-0051,rare,after,13,Leech Mana 22(25-20)% slower
STONEFIST-0051,rare,after,14,Unmodifiable
STONEFIST-0052,unique,before,1,{ Unique Modifier — Armour }
STONEFIST-0052,unique,before,2,175(150-200)% increased Armour
STONEFIST-0052,unique,before,3,{ Unique Modifier — Life }
STONEFIST-0052,unique,before,4,+128(100-150) to maximum Life
STONEFIST-0052,unique,before,5,"{ Unique Modifier — Life, Physical, Attack }"
STONEFIST-0052,unique,before,6,Leech 10% of Physical Attack Damage as Life
STONEFIST-0052,unique,before,7,{ Unique Modifier }
STONEFIST-0052,unique,before,8,{ Unique Modifier — Life }
STONEFIST-0052,unique,before,9,"- Atziri, Queen of the Vaal"
STONEFIST-0052,unique,after,1,{ Implicit Modifier }
STONEFIST-0052,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0052,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0052,unique,after,4,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0052,unique,after,5,24(20-25)% more Global Evasion Rating and Energy Shield
STONEFIST-0052,unique,after,6,{ Unique Modifier }
STONEFIST-0052,unique,after,7,13(15-12)% less damage taken while on Low Life
STONEFIST-0052,unique,after,8,{ Unique Modifier — Life }
STONEFIST-0052,unique,after,9,Leech 13.86(13-17)% of Physical Attack Damage as Life
STONEFIST-0052,unique,after,10,Leech Life 24(25-20)% slower
STONEFIST-0052,unique,after,11,{ Unique Modifier }
STONEFIST-0052,unique,after,12,"{ Unique Modifier — Life, Energy Shield }"
STONEFIST-0052,unique,after,13,Unmodifiable
STONEFIST-0053,unique,before,1,{ Unique Modifier — Attribute }
STONEFIST-0053,unique,before,2,+17(10-20) to Intelligence
STONEFIST-0053,unique,before,3,"{ Unique Modifier — Elemental, Fire, Resistance }"
STONEFIST-0053,unique,before,4,+6(5-15)% to Fire Resistance
STONEFIST-0053,unique,before,5,"{ Unique Modifier — Elemental, Cold, Resistance }"
STONEFIST-0053,unique,before,6,+14(5-15)% to Cold Resistance
STONEFIST-0053,unique,before,7,{ Unique Modifier }
STONEFIST-0053,unique,before,8,{ Unique Modifier — Energy Shield }
STONEFIST-0053,unique,before,9,+20 to maximum Energy Shield
STONEFIST-0053,unique,after,1,{ Implicit Modifier }
STONEFIST-0053,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0053,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0053,unique,after,4,{ Unique Modifier }
STONEFIST-0053,unique,after,5,12(10-15)% increased Cooldown Recovery Rate
STONEFIST-0053,unique,after,6,"{ Unique Modifier — Elemental, Fire, Resistance }"
STONEFIST-0053,unique,after,7,+1% to Maximum Fire Resistance
STONEFIST-0053,unique,after,8,+13(5-15)% to Fire Resistance
STONEFIST-0053,unique,after,9,"{ Unique Modifier — Damage, Elemental, Lightning }"
STONEFIST-0053,unique,after,10,{ Unique Modifier }
STONEFIST-0053,unique,after,11,{ Unique Modifier }
STONEFIST-0053,unique,after,12,Has +1 to Evasion Rating per player level
STONEFIST-0053,unique,after,13,Has +1 to maximum Energy Shield per player level
STONEFIST-0053,unique,after,14,Unmodifiable
STONEFIST-0054,unique,before,1,"{ Unique Modifier — Armour, Evasion }"
STONEFIST-0054,unique,before,2,147(100-150)% increased Armour and Evasion
STONEFIST-0054,unique,before,3,{ Unique Modifier — Life }
STONEFIST-0054,unique,before,4,{ Unique Modifier — Mana }
STONEFIST-0054,unique,before,5,{ Unique Modifier }
STONEFIST-0054,unique,before,6,"{ Unique Modifier — Attack, Speed }"
STONEFIST-0054,unique,before,7,9(5-10)% increased Attack Speed
STONEFIST-0054,unique,after,1,{ Implicit Modifier }
STONEFIST-0054,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0054,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0054,unique,after,4,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0054,unique,after,5,15(15-20)% more Global Evasion Rating and Energy Shield
STONEFIST-0054,unique,after,6,{ Unique Modifier — Life }
STONEFIST-0054,unique,after,7,{ Unique Modifier — Mana }
STONEFIST-0054,unique,after,8,{ Unique Modifier }
STONEFIST-0054,unique,after,9,{ Unique Modifier }
STONEFIST-0054,unique,after,10,31(30-40)% increased Culling Strike Threshold if you've dealt a Culling Strike Recently
STONEFIST-0054,unique,after,11,Unmodifiable
STONEFIST-0055,unique,before,1,"{ Unique Modifier — Caster, Speed }"
STONEFIST-0055,unique,before,2,10(6-12)% increased Cast Speed
STONEFIST-0055,unique,before,3,{ Unique Modifier — Energy Shield }
STONEFIST-0055,unique,before,4,+42(40-60) to maximum Energy Shield
STONEFIST-0055,unique,before,5,{ Unique Modifier — Life }
STONEFIST-0055,unique,before,6,+107(80-120) to maximum Life
STONEFIST-0055,unique,before,7,"{ Unique Modifier — Life, Energy Shield }"
STONEFIST-0055,unique,after,1,{ Implicit Modifier }
STONEFIST-0055,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0055,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0055,unique,after,4,"{ Unique Modifier — Attack, Speed }"
STONEFIST-0055,unique,after,5,10(9-15)% increased Attack Speed
STONEFIST-0055,unique,after,6,{ Unique Modifier }
STONEFIST-0055,unique,after,7,+77(60-80) to maximum Runic Ward
STONEFIST-0055,unique,after,8,{ Unique Modifier — Life }
STONEFIST-0055,unique,after,9,+139(130-160) to maximum Life
STONEFIST-0055,unique,after,10,{ Unique Modifier — Attack }
STONEFIST-0055,unique,after,11,Unmodifiable
STONEFIST-0056,unique,before,1,{ Unique Modifier — Armour }
STONEFIST-0056,unique,before,2,81(60-100)% increased Armour
STONEFIST-0056,unique,before,3,"{ Unique Modifier — Damage, Critical }"
STONEFIST-0056,unique,before,4,28(20-30)% increased Critical Damage Bonus
STONEFIST-0056,unique,before,5,"{ Unique Modifier — Physical, Attack }"
STONEFIST-0056,unique,before,6,{ Unique Modifier — Critical }
STONEFIST-0056,unique,before,7,"{ Unique Modifier — Damage, Physical }"
STONEFIST-0056,unique,after,1,{ Implicit Modifier }
STONEFIST-0056,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0056,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0056,unique,after,4,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0056,unique,after,5,18(15-20)% more Global Evasion Rating and Energy Shield
STONEFIST-0056,unique,after,6,{ Unique Modifier — Critical }
STONEFIST-0056,unique,after,7,+1.74(1.5-2)% to Critical Hit Chance
STONEFIST-0056,unique,after,8,{ Unique Modifier }
STONEFIST-0056,unique,after,9,{ Unique Modifier — Critical }
STONEFIST-0056,unique,after,10,34(25-35)% increased Thorns Critical Damage Bonus
STONEFIST-0056,unique,after,11,"{ Unique Modifier — Damage, Elemental, Cold }"
STONEFIST-0056,unique,after,12,Unmodifiable
STONEFIST-0057,unique,before,1,{ Unique Modifier }
STONEFIST-0057,unique,before,2,{ Unique Modifier — Armour }
STONEFIST-0057,unique,before,3,185(150-200)% increased Armour
STONEFIST-0057,unique,before,4,{ Unique Modifier — Attribute }
STONEFIST-0057,unique,before,5,+24(20-30) to Strength
STONEFIST-0057,unique,before,6,{ Unique Modifier — Life }
STONEFIST-0057,unique,before,7,"{ Unique Modifier — Damage, Physical }"
STONEFIST-0057,unique,before,8,20(10-20)% increased Global Physical Damage
STONEFIST-0057,unique,before,9,- Emperor Chitus
STONEFIST-0057,unique,after,1,{ Implicit Modifier }
STONEFIST-0057,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0057,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0057,unique,after,4,{ Unique Modifier }
STONEFIST-0057,unique,after,5,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0057,unique,after,6,20(15-20)% more Global Evasion Rating and Energy Shield
STONEFIST-0057,unique,after,7,{ Unique Modifier — Attack }
STONEFIST-0057,unique,after,8,18(18-24)% increased Area of Effect for Attacks
STONEFIST-0057,unique,after,9,{ Unique Modifier — Life }
STONEFIST-0057,unique,after,10,{ Unique Modifier — Attack }
STONEFIST-0057,unique,after,11,Unmodifiable
STONEFIST-0058,unique,before,1,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0058,unique,before,2,38(30-60)% increased Evasion and Energy Shield
STONEFIST-0058,unique,before,3,{ Unique Modifier — Life }
STONEFIST-0058,unique,before,4,+42(30-50) to maximum Life
STONEFIST-0058,unique,before,5,{ Unique Modifier }
STONEFIST-0058,unique,before,6,{ Unique Modifier }
STONEFIST-0058,unique,before,7,"{ Unique Modifier — Damage, Critical }"
STONEFIST-0058,unique,before,8,20(20-30)% increased Critical Damage Bonus
STONEFIST-0058,unique,before,9,"- Jeffry, Torturer's Apprentice"
STONEFIST-0058,unique,after,1,{ Implicit Modifier }
STONEFIST-0058,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0058,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0058,unique,after,4,{ Unique Modifier }
STONEFIST-0058,unique,after,5,+46(30-50) to maximum Runic Ward
STONEFIST-0058,unique,after,6,{ Unique Modifier }
STONEFIST-0058,unique,after,7,7(6-8)% more damage taken while on Low Life
STONEFIST-0058,unique,after,8,{ Unique Modifier }
STONEFIST-0058,unique,after,9,{ Unique Modifier }
STONEFIST-0058,unique,after,10,{ Unique Modifier — Critical }
STONEFIST-0058,unique,after,11,+1.62(1-2)% to Critical Hit Chance
STONEFIST-0058,unique,after,12,Unmodifiable
STONEFIST-0059,unique,before,1,{ Unique Modifier — Energy Shield }
STONEFIST-0059,unique,before,2,43(30-50)% increased Energy Shield
STONEFIST-0059,unique,before,3,{ Unique Modifier — Attribute }
STONEFIST-0059,unique,before,4,+12(10-20) to Dexterity
STONEFIST-0059,unique,before,5,"{ Unique Modifier — Attack, Caster, Speed }"
STONEFIST-0059,unique,before,6,13(15-10)% reduced Attack and Cast Speed
STONEFIST-0059,unique,before,7,{ Unique Modifier }
STONEFIST-0059,unique,after,1,{ Implicit Modifier }
STONEFIST-0059,unique,after,2,Has +3 to Evasion Rating per player level
STONEFIST-0059,unique,after,3,Has +1 to maximum Energy Shield per player level
STONEFIST-0059,unique,after,4,"{ Unique Modifier — Evasion, Energy Shield }"
STONEFIST-0059,unique,after,5,11(10-15)% more Global Evasion Rating and Energy Shield
STONEFIST-0059,unique,after,6,{ Unique Modifier }
STONEFIST-0059,unique,after,7,+34(20-40)% Surpassing chance to fire an additional Projectile
STONEFIST-0059,unique,after,8,"{ Unique Modifier — Attack, Caster, Speed }"
STONEFIST-0059,unique,after,9,13(15-10)% reduced Attack and Cast Speed
